classification,tweet
"negative","At least I'm going to eastern tomorrow. Livonia can scratch my balls."
"positive","@lukeisahamster tomorrow,Physician of the year dinner &amp;other crap but Fluke comes first kay? I loveth you to infity to the infinitieth power"
"positive","happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. ........."
"positive","Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://t.co/05kvUyEf"
"negative","I miss one day &amp; it seems like they're about to give me ISS tomorrow. #wtf #pt"
"positive","Come join us at the Walmart "I Love My Car" event this Friday and Saturday in Pico Rivera! Games and give-aways for the whole family."
"positive","@OhStrawn 25-21 Warriors at the end of the 1st. Bogut looking good in the opening 6 Points in 6 minutes 3 Rebs. Steph looks a little nervous"
"positive","I wish Stevie TV was on i'd be laughing right now, well,Pandora it is !"
"positive","I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://t.co/DNkvAukc &lt;via #instagram&gt;"
"positive","@Naseerzk I LOVE Dr. AQ!! :-) Kamran Shahid interviewed him today.I suggest u to watch it  http://t.co/nyS4xI5k"
"positive","Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://t.co/t3qmX4Kk"
"positive","@CUTE_AF I'll make you the cd's while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!"
"positive","Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes."
"positive","5 page paper due tomorrow and what am I doing with my time? Watching the Animal Planet. #weeeeeee"
"positive","Campbell must feel like he's won the lottery tonight. Sat in SJP, on a European night, with Krul, Coloccini, Cabaye, Ben Arfa, Ba and Shola."
"positive","@Diamondkwhite, now that the attitude of a real winner. Hey, Justin Biebers manager may just be looking to sign you ..."
"positive","Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!"
"negative","Weak D and a penalty set up a short TD run for Eastern.  'Cats 17-14 with 2:08 left in 1st half."
"positive","Good win for NUFC. Nine changes to Sunday's team and still doing well. Got to keep this going now. #nufc"
"negative","Men's latest bedroom worry: '50 Shades': E L James' 'Fifty Shades of Grey' may be supercharging the sex-drives o... http://t.co/bUdnfyFz"
"positive","JETT LOUNGE THURSDAY NIGHT!!! it's gonna be HOT!!!  come party with me and Kenny Smoove  he is one of the hottest Producers and many more!!!"
"positive","Peter Whittingham now officially overtaken the mighty Roger Johnson as my favorite CCFC player ever! More of the same Tuesday please"
"positive","Trifecta will be performing at the 19th Green in Jeffersonville IN on Thursday Sept 6 @ 8pm!  Come join the party!"
"positive","Physics professor just extended our assignment from 11:30 tonight to 11:30 tomorrow...I guess he isn't the only one drinking. #profgetcrunk"
"positive","I just found out that it's his birthday last Thursday.. :/ .... Belated Happy Birthday Francis M.. :]"
"negative","Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life http://t.co/men0DloH"
"positive","@fashionablylost Penny Dreadful is a Record Breaker is out in March, just in time for World Book Day! x"
"positive","I hope yall not sleeping on the #Blackout Homecoming Party this Friday at Club Pulse. Shit is really bout to crinack."
"positive","My 1st tweet, chose you @KellyRipa, saw u in Banff, thankful our snow isn't as damaging as the weather you're dealing with!  Keep safe &amp; dry"
"positive","@sweetsweetnessa @Sarahlew18 @sagehannan @thereisarose ommmgggggg you're alwayyyyyyyz in my HRT babi gurl. See you tomorrow!?"
"positive","Coaches like Gonzaga's chances - Mon, 29 Oct 2012 PST: Don't count the Zags out after their run of WCC basketball... http://t.co/Xw7zyEi0"
"positive","Alright, just woke up, about to go ball. Open Lobby tonight and tomorrow, going to be going for crazy 100+s! *cough* Desert Eagle *cough* ;)"
"positive","Pope John Paul II would kiss the ground on arrival in a new country because there was a good chance that a small boy had sat there once."
"positive","Creighton Volleyball leads 8-5 early in 2nd set. Match becomes even bigger with both Wichita St. &amp; Missouri State down 0-1 at home tonight."
"positive","@OliverLaaance Can't wait to see you guys tomorrow sa GT at SM Bacolod! :))"
"negative","@Malta73 I can't even try now cuz it closed at 10pm.. Funny though Maria said u guys may go away that week? I had asked if she wanted to go"
"negative","@youresuchaslut I go to church every Sunday since I was little. I've sinned, but idk. Young Life is great but they have the wrong idea about"
"positive","Wilt Chamberlain 2 may be the best one"
"positive","@GBarlowOfficial awesome cos I was ready to get on the phone at 10am tomorrow to get tickets for st David's hall!! Happy days can't wait"
"positive","Beloved, don't worry about tomorrow! Wake up every morning conscious of Jesus' supply. Joseph Prince"
"positive","Just got back from school :) aaaggghhh  he is 18. I've been having a spazzing attack the whole day :O National Bieber Day&lt;3 @justinbieber :)"
"positive","RT'd Tweet: A bit of Sunday fun, shot in Whitstable, Kent and Muscat, Oman! 'Down Poured the Heavens': http://t.... http://t.co/zRycrwAA"
"positive","@only1noah my best friend and I sat there listening to all of your videos and the ones with Christina Grimmie last night and were awestruck"
"positive","Tong , Mew , Ying , Donut , Tang/June , Sunee , Korn , X , everything lah i love all the cast hehehe"
"positive","OmegaPharma-Quickstep won Gold, with a little help from Compex! Watch out for Tony Martin (tomorrow) &amp; Tom Boonen (Sunday). Fingers crossed!"
"positive","Last 24hrs covered Delhi, passing thru Punjab, Haryana. Tomorrow morning Jammu. Just loving it!"
"positive","Nufc game the day cant wait! Hope @Sammy_Ameobi gets another chance had a brilliant game thursday night.  one for the future."
"positive","We're thrilled that Grandpa's Workshop is a main feature in the Education category of the App Store for a 2nd week! http://t.co/zYvUG5lz"
"negative","UK: Chancellor Osborne try to sneak into 1st class train with standard ticket   - Breaking News Buzz http://t.co/LV8RbngU"
"positive",""@OliverLaaance: Love! See you tomorrow at SM Sta. Rosa. 4pm ah! Yaaay. :D http://t.co/QoHb19tb""
"positive","I really want @WakaFlockaBSM to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC"
"negative","Buses in the White Hart Lane &amp; High Road N17 area may be subject to diversion &amp; delays due to Tottenham Hotspur match"
"positive","Kinder Morgan (KMI) said Friday it agrees to pay $110M to settle investors' lawsuits related to its ac... http://t.co/u5I6NeYg $KMI"
"positive","@dune glad to hear you are a fan of douglas adams... I am on my 7th rerread/listen to #hitchhikersguide"
"positive","Congratulations to NMRHS Marching Band on placing 1st in NESBA competition Saturday&amp; for winning a gold medal at the MICCA competition today"
"positive","@10AJMcCarron AJ will you follow me for my birthday? Also looking really forward to seeing y'all Nov 10! :) my first college game :)"
"positive","@GriffithsGenna Tenby till Monday night then st David's hotel in Cardiff Wednesday we need it !! Haha xx"
"positive","Photoset: For the adorable and loveable man, Song Joongki, Happy 27th Birthday! Despite your looks not... http://t.co/ezhMRagJ"
"positive",""The Record" is looking for creative&amp;&amp;talented ppl. Join Prof.Thorbjornsen&amp;&amp;Dr.Beverly on the 10th from 3-4pm in Rose Parlor."
"positive","Oh and we are playing @ the United Center at 1pm on December 1st COME SUPPORT US AND BUY A TICKET FROM ME TO WATCH THE BULLS!!!!!!!"
"negative","Somebody braiding my hair tomorrow Idc who but if it doesn't look good I'm taking it out"
"positive","@RevJCMitchell  Thought you might appreciate this photo taken of AJ at the Celebration Sunday better than anyone! http://t.co/Rfa01cr5"
"negative","BJP doing drama to hide facts, says minister - The government Tuesday accused the Bharatiya Janata Party (BJP) of...http://t.co/GMxmgdR9"
"positive","Confirmed: Ice Cream Sandwich finally coming to the Droid Bionic tomorrow, October 19th http://t.co/iKTuMZO8"
"positive","#nw B2ST's 3rd anniversary live stream with subs yay~"
"negative","Congress lashes out at BJP over coal block issue: Lashing out at the Bharatiya Janata Party on Wednesday for its... http://t.co/6gOkjIt6"
"positive","@arrington Noticed that joke when you interviewed Reid Hoffman. Better the 2nd time around ;)"
"positive","@bellaelly PS I have been seeing on our Chicago News about Henryville's new (old?) school.Have a good day tomorrow it is midnight already TC"
"positive","#3DT Make sure you find your self at the "S.E.C" THiS Thursday for $3 Thursdays!!! $3 w/ College ID $5 w/ Reg. ID til 11pm!!! #iParty"
"positive","DTN Pakistan: Pakistan hopeful of Bangladesh visit: Pakistan's cricket board said Sunday it hopes to arrange a t... http://t.co/qdqWgUfM"
"negative","I hate watching movies like friday after next on VH1 , BET, MTV,&amp; etc. because they take out the bad language -__-. It's no fun !"
"positive","I need to go find some sweets, then I'm outttt. Another 12 hour day of Marching Band tomorrow #NeverGetsOld"
"positive","@KROQnK9s You are talking to a Wiener National Pro! My dog Kramer was 2nd fastest wiener in the west. He even had a show on Animal Planet!"
"positive","Last chance to see Silent House with drinks and a tour of the London Tombs tomorrow night! Enter now: http://t.co/CWBpI19w"
"positive","The Snickerdoodle-Strawberry Ice Cream Sandwich is BACK!!!!  We'll be at the SR Wed. Night Mkt, Guernville Farm... http://t.co/c1OS35kC"
"positive","Mark Martin: Hello you! Good weekend so far? 'The Hot 20' is on but can One Direction hold onto 'Saturday... http://t.co/ojPEjVOm"
"negative","@MarkBinda Sunday night isn't a big tv night for me. Besides AR, I was watching Army Wives but I heard a rumor it's not been renewed."
"positive","VeloNews: Tom Boonen happy with Amgen Tour so far, but hopes for first win in Sunday's final stage in L.A. Then ... http://t.co/iANQzifO"
"positive","Philly girls love going to Big Bangs, Kifs, Fat Tuesday, etc"
"negative","Im not getting on twitter tomorrow because all my TL will consist of is a bunch of girls talking about Justin Beiber #AintGotTimeForThatShit"
"positive","The Orange County Armenian Festival is going on today and tomorrow 15 &amp; 16 in Laguna Hills.  Come and enjoy a... http://t.co/gAiixCnl"
"positive","@vbaffour94 @timtebow love this picture! Praying for you right now Vanessa! May the Lord be your strength! :)"
"positive","Happy 21st b day @TheonlyAyrton looking forward to another trip to Knoxville"
"positive","Darren Sammy and Dwyane Bravo will donate der full 3rd match(Vs NZ) fee to Runako Morton's wife!! Dedicating it to a team man!! RIP Morton"
"positive","I tell Katie there's supposed to be a good firework display in Banff this Saturday. She replies with "oh right during the day yeah?" Yeah."
"positive","@Novomix30 good field for Paris-Nice. First sportive of season for me tomorrow so good weekend off and on the bike"
"positive","Good night everyone! Much needed rest for me. Tomorrow off to Oslo!! Playing at the Oslo World Music fest at Park Teatrett."
"positive","@Thinktastic are sponsoring the Education initiative of the year Award at #SocietyAwards12 tomorrow. Good luck to those shortlisted."
